index,original_gen_str,reason
1055," description of the lattice and 4.9
90 90 90
Hg
0.31 0.84 0.63
Hg
0.81 0.84 0.63
Hg
0.31 0.34 0.63
Hg
0.81 0.34 0.63
As
0.56 0.09 0.97
As
0.06 0.59 0.29
As
0.56 0.09 0.30
As
0.06 0.59 0.96
O
0.56 0.09 0.74
O
0.06 0.59 0.52
O
0.56 0.82 0.41
O
0.56 0.36 0.41
O
0.81 0.59 0.89
O
0.31 0.59 0.89
O
0.06 0.86 0.85
O
0.06 0.32 0.85
O
0.80 0.09 0.37
O
0.32 0.09 0.37
O
0.82 0.59 0.19
O
0.30 0.59 0.19
0.06 0.09 0.13
0.56 0.59 0.63
0.56 0.83 0.02
O
0.06 0.59 0.10
O
0.06 0.33 0.24
O
0.06 0.85 0.24
O
0.32 0.59 0.70
O
0.80 0.59 0.70
O
0.56 0.09 0.16
O
0.30 0.09 0.57
O
0.82 0.09 0.57
O
0.56 0.35 0.02
O
0.56 0.83 0.02
O
0.82 0.09 0.91
O
0.30 ","Invalid structure: lengths=3, angles=0, species=12"
1079," description
0.31 0.27 0.30
Pb
0.79 0.79 0.30
Pb
0.03 0.03 0.80
S
0.14 0.88 0.30
S
0.90 0.14 0.30
0.29 0.79 0.80
S
0.79 0.29 0.80
0.55 0.14 0.80
0.15 0.54 0.80
S
0.43 0.96 0.30
0.97 0.42 0.30
S
0.03 0.02 0.30
0.57 0.57 0.80
0.65 0.04 0.30
S
0.04 0.65 0.30
S
0.53 0.52 0.30
S
0.37 0.92 0.80
S
0.93 0.36 0.80
S
0.45 0.44 0.80
S
0.44 0.95 0.53
S
0.94 0.45 0.53
S
0.44 0.95 0.08
S
0.94 0.45 0.08
0.83 0.05 0.48
S
0.03 0.84 0.48
S
0.54 0.77 0.70
S
0.76 0.55 0.70
S
0.03 0.84 0.13
S
0.83 0.05 0.13
S
0.54 0.77 0.90
S
0.76 0.55 0.90
0.33 0.55 0.98
S
0.53 0.34 0.98
S
0.26 0.06 0.20
S
0.04 0.27 0.20
S
0.53 0","Invalid structure: lengths=3, angles=0, species=9"
1106," description
Sr
0.12 0.69 0.84
Sr
0.62 0.19 0.34
Sr
0.62 0.19 0.84
Sr
0.12 0.69 0.34
Zn
0.87 0.94 0.09
Zn
0.37 0.44 0.09
Zn
0.87 0.44 0.09
Zn
0.37 0.94 0.09
Zn
0.37 0.44 0.59
Zn
0.87 0.94 0.59
Zn
0.37 0.94 0.59
Zn
0.87 0.44 0.59
Si
0.12 0.19 0.34
Si
0.62 0.69 0.34
Si
0.62 0.69 0.84
Si
0.12 0.19 0.84Nd
0.37 0.44 0.84
Si
0.12 0.19 0.09
Si
0.87 0.94 0.84
Si
0.12 0.19 0.59
Si
0.62 0.69 0.59
Si
0.62 0.69 0.09
0.87 0.44 0.84
Si
0.37 0.94 0.84
Si
0.87 0.44 0.34
Si
0.37 0.94 0.34
0.62 0.44 0.09
Si
0.12 0.94 0.59
Si
0.62 0.44 0.59
Si
0.12 0.94 0.09
0.62 0.94 0.09
Si
0.37 0.19 0.09
Si
0.37 0.69 0.59
Si
0.87 0.19 0.59
Si
0.62 0.94 0.59
Si
","Invalid structure: lengths=3, angles=0, species=9"
1126," description of the lattice type and angles:
 P4-Ru
Dy
0.20 0.82 0.94
Dy
0.95 0.07 0.44
Pd
0.70 0.32 0.94
Pd
0.45 0.57 0.44roduction of Hg
Hg
0.83 0.45 0.69
Hg
0.33 0.95 0.19roduction
0.33 0.95 0.69
Hg
0.83 0.45 0.19
Pb
0.71 0.83 0.94
Pb
0.45 0.07 0.44
Pb
0.96 0.57 0.44
Pb
0.20 0.32 0.94roduction
0.46 0.57 0.94
Pb
0.20 0.33 0.44
Pb
0.70 0.83 0.44
Pb
0.96 0.07 0.94roductionroduction
0.83 0.95 0.69
Pb
0.33 0.45 0.19
Pb
0.33 0.45 0.69
Pb
0.83 0.95 0.19roductionroduction
0.59 0.21 0.69
Pb
0.08 0.70 0.19
Pb
0.08 0.70 0.69
Pb
0.59 0.20 0.19
Pb
0.59 0.70 0.71
Pb
0.08 0.20 0.20
Pb
0.08 0.20 0.70
Pb
0.59 0.70 0.21
Pb
0.33 0.95 0.94
Pb
0.83 0.45 0.94
Pb
0.33 0.95 0.44
Pb
0.83 0.45 0.44roduction","Invalid structure: lengths=3, angles=0, species=12"
1132," description
0.65 0.07 0.84
Bi
0.15 0.07 0.34
Bi
0.40 0.82 0.09
Bi
0.90 0.82 0.59
Bi
0.65 0.57 0.34
Bi
0.40 0.32 0.09
Bi
0.90 0.32 0.591
0.65 0.07 0.34
Bi
0.15 0.07 0.84
Bi
0.90 0.82 0.09
Bi
0.40 0.82 0.59
Bi
0.65 0.57 0.84
Bi
0.40 0.32 0.59
Bi
0.90 0.32 0.091
0.90 0.82 0.84
Bi
0.40 0.82 0.34
Bi
0.15 0.57 0.091
0.90 0.32 0.84
Bi
0.40 0.32 0.34
Bi
0.15 0.07 0.09
Bi
0.90 0.82 0.34
Bi
0.40 0.82 0.84
Bi
0.15 0.57 0.591
0.90 0.32 0.34
Bi
0.65 0.07 0.09
Bi
0.40 0.32 0.84
Bi
0.15 0.07 0.591
0.65 0.57 0.09
Bi
0.65 0.57 0.591
0.15 0.57 0.341
0.65 0.57 0.841
0.15 0.57 0.841
0.65 0.07 0.591
0.15 0.07 0.841
0.65 0.07 0.841
0.15 0.07 ","Invalid structure: lengths=3, angles=0, species=12"
1134," description
1.00 1.00 1.00
Dy
0.50 0.50 0.50
Er
1.00 0.50 0.00
Er
0.50 1.00 0.00
Al
1.00 1.00 0.50
Al
0.50 0.50 0.00A
0.75 0.75 0.75
A
0.24 0.25 0.75
A
0.75 0.25 0.75
A
0.24 0.75 0.75
A
0.25 0.25 0.25
A
0.74 0.75 0.25
A
0.25 0.75 0.25
A
0.74 0.25 0.25
0.50 0.50 0.00
1.00 0.50 0.50
Al
1.00 1.00 0.50
Al
0.50 1.00 0.50
0.50 1.00 0.00
1.00 0.50 0.00
1.00 1.00 0.00
0.50 0.50 0.50
0.50 1.00 0.50
1.00 1.00 0.50
1.00 0.50 0.50
0.50 0.50 0.00
0.25 1.00 0.25
Rb
0.50 0.75 0.75
Rb
0.50 0.25 0.75
Rb
1.00 0.24 0.75
Rb
1.00 0.75 0.75
Rb
1.00 0.75 0.25
Rb
1.00 0.25 0.25
Rb
0.50 0.25 0.25
Rb
0.50 0.75 0.25
0.75 1.00","Invalid structure: lengths=3, angles=0, species=10"
1135," description
0.44 0.88 0.49
description
0.05 0.50 0.99
description
0.55 0.38 0.74
description
0.94 1.00 0.24
Ga
0.12 0.96 0.95
Ga
0.37 0.42 0.45
Ga
0.47 0.86 0.04
Ga
0.02 0.61 0.28
Ga
0.62 0.92 0.74
Ga
0.87 0.46 0.54
Ga
0.52 0.17 0.21
Ga
0.97 0.11 0.71
Cu
0.26 0.69 0.24
Cu
0.23 0.19 0.49
Cu
0.73 0.19 0.99
Cu
0.76 0.69 0.74
0.22 0.72 0.74
Cu
0.27 0.65 0.99
Cu
0.77 0.22 0.49
Cu
0.72 0.15 0.24
0.93 0.83 0.46
Cu
0.56 0.55 0.21
Cu
0.06 0.33 0.28
Cu
0.43 0.05 0.78
Cu
0.65 0.41 0.03
Cu
0.84 0.96 0.94
Cu
0.15 0.46 0.54
Cu
0.34 0.91 0.04
P
0.58 0.56 0.52
P
0.91 0.82 0.05
P
0.41 0.06 0.25
P
0.08 0.32 0.75
P
0.81 0.20 0.77
P
0.67 0.18 0.50
P
0.17 0.70 0.27
P
0.31 0.68 0.","Invalid structure: lengths=3, angles=0, species=3"
1247," description of the lattice and zero 0.0
0.07 0.61 0.97
Na
0.38 0.57 0.71
Na
0.11 0.93 0.71
Na
0.74 0.30 0.71
Na
0.00 0.16 0.21
Hf
0.43 0.98 0.97
Hf
0.80 0.74 0.71
Hf
0.56 0.36 0.21
Hf
0.80 0.74 0.46
O
0.70 0.98 0.61
O
0.57 0.67 0.53
O
0.70 0.98 0.06
O
0.57 0.67 0.93
O
0.57 0.08 0.30
O
0.89 0.51 0.61
O
0.89 0.51 0.06
O
0.00 0.85 0.30
O
0.27 0.15 0.80
O
0.25 0.83 0.03
0.28 0.16 0.30
O
0.01 0.85 0.53
O
0.01 0.85 0.93
O
0.28 0.16 0.06
0.58 0.36 0.43
O
0.39 0.49 0.11
O
0.39 0.49 0.06
O
0.58 0.36 0.93
O
0.85 0.65 0.80
O
0.75 0.01 0.80
O
0.90 0.25 0.56
O
0.90 0.25 0.80
O
0.50 0.83 0.80
O
0.50 0.83 0.06
O
0.65 0.09 0.56
O
0.65 0.09 0.30","Invalid structure: lengths=3, angles=0, species=3"
1263," description
0.66 0.16 0.41
Description
0.16 0.66 0.91
Ho
0.91 0.41 0.16
Ho
0.41 0.91 0.66
Pa
0.16 0.16 0.91
Pa
0.66 0.66 0.41
Pa
0.16 0.66 0.41
Pa
0.66 0.16 0.91
Os
0.41 0.41 0.66
Os
0.91 0.91 0.16
Os
0.41 0.41 0.16
Os
0.91 0.91 0.66
Os
0.91 0.41 0.66
Os
0.41 0.91 0.16
0.16 0.16 0.41
Os
0.66 0.66 0.91
Os
0.66 0.16 0.66
Os
0.16 0.66 0.16
Os
0.66 0.66 0.66
Os
0.16 0.16 0.16
0.40 0.41 0.41
Os
0.90 0.91 0.91
Os
0.40 0.91 0.91
Os
0.90 0.41 0.41
Os
0.91 0.41 0.91
Os
0.41 0.91 0.41
0.16 0.66 0.66
Os
0.66 0.16 0.16
Os
0.16 0.41 0.91
Os
0.66 0.91 0.41
Os
0.91 0.66 0.41
Os
0.41 0.16 0.91
Os
0.16 0.91 0.91
Os
0.66 0.41 0.41
Os
0.91 0.16 0.41
Os
0.41 0.66 0.91","Invalid structure: lengths=3, angles=0, species=14"
1270," description
0.03 0.03 0.59
Hg
0.03 0.53 0.59
Hg
0.53 0.03 0.59
Hg
0.53 0.53 0.09
Hg
0.03 0.03 0.09
S
0.78 0.78 0.34
S
0.28 0.28 0.34
S
0.78 0.28 0.84
S
0.28 0.78 0.84
0.76 0.75 0.82
S
0.26 0.25 0.82
S
0.76 0.25 0.32
S
0.26 0.75 0.32
0.51 0.50 0.57
S
0.01 0.00 0.32
S
0.51 0.00 0.07
S
0.01 0.50 0.07
0.75 0.74 0.10
S
0.25 0.24 0.10
S
0.75 0.24 0.60
S
0.25 0.74 0.60
0.53 0.52 0.32
S
0.03 0.02 0.82
S
0.53 0.02 0.32
S
0.03 0.52 0.32
0.25 0.74 0.09
S
0.75 0.24 0.09
S
0.25 0.24 0.59
S
0.75 0.74 0.59
0.51 0.50 0.85
S
0.01 0.00 0.35
S
0.51 0.00 0.85
S
0.01 0.50 0.85
0.28 0.77 0.82
S
0.78 0.27 0.82
S
0.28 0.27","Invalid structure: lengths=3, angles=0, species=11"
1272," description
0.02 0.20 0.63
Cu
0.02 0.20 0.13
Cu
0.52 0.70 0.63
Cu
0.52 0.20 0.63
Cu
0.02 0.70 0.63
Ag
0.77 0.95 0.13
Ag
0.27 0.45 0.13
Ag
0.52 0.95 0.88
Ag
0.52 0.45 0.88
Ag
0.77 0.70 0.88
Ag
0.02 0.45 0.88
Ag
0.77 0.20 0.38
Ag
0.27 0.70 0.38
Ag
0.02 0.95 0.38
Ag
0.27 0.95 0.63
Ag
0.77 0.45 0.63
Ag
0.27 0.20 0.38
0.02 0.20 0.88
Ag
0.02 0.20 0.38
Ag
0.52 0.70 0.38
Ag
0.52 0.20 0.38
Ag
0.02 0.70 0.38
Ag
0.52 0.70 0.88
Ag
0.52 0.20 0.88
Ag
0.02 0.70 0.88
0.02 0.45 0.13
Ag
0.77 0.70 0.13
Ag
0.77 0.20 0.13
Ag
0.52 0.95 0.13
Ag
0.27 0.70 0.13
Ag
0.27 0.20 0.13
Ag
0.02 0.95 0.13
Ag
0.77 0.45 0.38
Ag
0.27 0.95 0.88
Ag
0.77 0.95 0.63
Ag
0.27 0.45 0.","Invalid structure: lengths=3, angles=0, species=7"
1332," description
0.31 0.03 0.88
Zn
0.81 0.53 0.38
Zn
0.31 0.53 0.88
In
0.81 0.03 0.38
In
0.31 0.03 0.38
In
0.81 0.53 0.88
In
0.81 0.03 0.88
S
0.98 0.20 0.55
S
0.48 0.71 0.05
S
0.98 0.70 0.56
S
0.48 0.20 0.06
S
0.65 0.37 0.22
S
0.14 0.87 0.72
S
0.64 0.87 0.20
S
0.14 0.37 0.70
0.64 0.87 0.72
S
0.14 0.37 0.22
S
0.65 0.37 0.71
S
0.14 0.87 0.21
S
0.98 0.70 0.05
S
0.48 0.20 0.55
S
0.98 0.20 0.06
S
0.48 0.70 0.56
0.98 0.03 0.05
S
0.48 0.54 0.55
S
0.98 0.53 0.55
S
0.48 0.03 0.05
0.31 0.70 0.05
S
0.81 0.20 0.55
S
0.64 0.20 0.72
S
0.15 0.70 0.22
0.31 0.20 0.55
0.81 0.70 0.05
0.65 0.70 0.21
0.14 0.20 0.72
0.48 0.37 0.","Invalid structure: lengths=3, angles=0, species=10"
1457," description
0.52 0.35 0.32
Pb
0.52 0.35 0.82
Pb
0.02 0.85 0.82
Pb
0.02 0.35 0.32
Pb
0.52 0.85 0.32
Hg
0.25 0.08 0.07
Hg
0.79 0.62 0.57
Hg
0.79 0.62 0.07
Hg
0.79 0.08 0.07
Hg
0.79 0.08 0.57
Hg
0.25 0.08 0.57
Hg
0.25 0.62 0.57
Hg
0.25 0.62 0.07
O
0.53 0.85 0.82
O
0.53 0.34 0.58
O
0.51 0.35 0.06
O
0.51 0.10 0.32
O
0.52 0.85 0.58
O
0.52 0.60 0.32
O
0.52 0.85 0.06
O
0.02 0.85 0.06
O
0.77 0.35 0.32
O
0.02 0.85 0.58
O
0.27 0.35 0.32
O
0.02 0.35 0.82
O
0.02 0.60 0.32
O
0.02 0.35 0.58
O
0.02 0.10 0.32
O
0.27 0.35 0.82imension
0.02 0.35 0.08imension
0.02 0.85 0.32
O
0.76 0.85 0.32
O
0.28 0.85 0.32
O
0.02 0.09 0.82
O
0.02 0.60 0.","Invalid structure: lengths=3, angles=0, species=1"
1482," description of the lattice shape and 53.4005
90 90 90
Th
0.45 0.58 0.54
Th
0.45 0.02 0.04
Th
0.64 0.77 0.44
Th
0.64 0.83 0.94
Th
0.64 0.48 0.34
Th
0.64 0.12 0.84
Th
0.45 0.33 0.75
Th
0.45 0.27 0.25
Th
0.45 0.62 0.64
Th
0.45 0.98 0.14
Th
0.76 0.08 0.49
Th
0.76 0.52 0.99
Th
0.76 0.98 0.34
Th
0.76 0.62 0.84
Th
0.95 0.83 0.44
Th
0.95 0.77 0.94
Th
0.95 0.12 0.75
Th
0.95 0.48 0.25
Th
0.76 0.27 0.64
Th
0.76 0.33 0.14
Th
0.76 0.69 0.54
Th
0.76 0.91 0.04
Th
0.95 0.58 0.44
Th
0.95 0.02 0.94
Th
0.95 0.69 0.34
Th
0.95 0.91 0.64
Th
0.95 0.27 0.54
Th
0.95 0.33 0.04
Th
0.95 0.48 0.75
Th
0.95 0.12 0.25
Th
0.76 0.33 0.44
Th
0.76 0.27 0.94
Th
0.76 0.62 0.64
Th
0.76 0.98 0.75
Th
0.76 ","Invalid structure: lengths=3, angles=0, species=0"
1522," description
0.74 0.35 0.53
Er
0.24 0.85 0.53
Er
0.49 0.60 0.03
Er
0.99 0.10 0.03
Se
0.49 0.10 0.03
Se
0.99 0.60 0.03
Se
0.74 0.85 0.53
Se
0.24 0.35 0.531
0.74 0.85 0.03
Se
0.24 0.35 0.03
Se
0.49 0.60 0.53
Se
0.99 0.10 0.531
0.49 0.10 0.53
Se
0.99 0.60 0.531
0.74 0.35 0.031
0.24 0.85 0.031
0.99 0.60 0.03
Se
0.49 0.10 0.03
Se
0.99 0.10 0.53
Se
0.49 0.60 0.531
0.24 0.35 0.03
Se
0.74 0.85 0.03
Se
0.24 0.85 0.53
Se
0.74 0.35 0.53111
0.99 0.85 0.53
Se
0.49 0.35 0.53
Se
0.99 0.35 0.03
Se
0.49 0.85 0.031
0.74 0.10 0.53
Se
0.24 0.60 0.53
Se
0.74 0.60 0.03
Se
0.24 0.10 0.03
Se
0.99 0.85 0.03
Se
0.49 0.35 0.03
Se
0.99 0.35 0.53
Se
0.49 ","Invalid structure: lengths=3, angles=0, species=9"
1564," description of the lattice and zero (0.0) or 6.5
90 90 90
Tl
0.76 0.16 0.94
Tl
0.26 0.66 0.44
Ga
0.76 0.16 0.44
Ga
0.26 0.66 0.94
F
0.53 0.93 0.44
F
0.99 0.39 0.44
F
0.49 0.43 0.94
F
0.03 0.89 0.94
F
0.53 0.39 0.44
F
0.99 0.93 0.44
F
0.03 0.43 0.94
F
0.49 0.89 0.94
F
0.76 0.16 0.24
F
0.26 0.66 0.15
F
0.76 0.16 0.65
F
0.26 0.66 0.74
0.76 0.66 0.69
F
0.26 0.16 0.19
0.26 0.16 0.69
0.76 0.66 0.19
0.76 0.66 0.94
F
0.26 0.16 0.44
F
0.26 0.16 0.94
F
0.76 0.66 0.44
0.53 0.89 0.94
F
0.99 0.43 0.94
F
0.49 0.39 0.44
F
0.03 0.93 0.44
0.53 0.43 0.94
F
0.99 0.89 0.94
F
0.03 0.39 0.44
F
0.49 0.93 0.44
0.03 0.89 0.19
F
0.49 0.43 0.19
F
","Invalid structure: lengths=3, angles=0, species=6"
1566," description
0.01 0.69 0.60
Tl
0.01 0.69 0.10
Tl
0.51 0.19 0.60
Tl
0.51 0.19 0.10
Mn
0.01 0.19 0.35
Mn
0.51 0.69 0.85
Mn
0.01 0.19 0.85
Mn
0.51 0.69 0.35
Ge
0.51 0.69 0.60
Ge
0.01 0.19 0.10
O
0.01 0.19 0.58
O
0.51 0.69 0.08
O
0.51 0.69 0.63
O
0.01 0.19 0.13
O
0.28 0.91 0.60
O
0.78 0.41 0.10
O
0.73 0.47 0.60
O
0.23 0.97 0.10
0.20 0.34 0.98
O
0.35 0.49 0.48
O
0.70 0.85 0.73
O
0.70 0.85 0.23
O
0.20 0.34 0.23
O
0.35 0.49 0.73
O
0.85 0.99 0.48
O
0.85 0.99 0.98
0.65 0.25 0.35
O
0.56 0.16 0.85
O
0.06 0.03 0.35
O
0.94 0.91 0.85
O
0.81 0.41 0.35
O
0.31 0.75 0.85
0.41 0.65 0.45
O
0.09 0.32 0.95
O
0.41 0.65 0.76
O
0.09 ","Invalid structure: lengths=3, angles=0, species=10"
1615," description of the lattice and 6.9
72 72 36
Sr
0.84 0.70 0.94
Sr
0.53 0.39 0.93
Sr
0.84 0.70 0.45
Fe
0.18 0.04 0.19
Fe
0.19 0.05 0.68
O
0.03 0.89 0.92
O
0.34 0.20 0.93
O
0.01 0.87 0.50
O
0.36 0.22 0.38
O
0.02 0.88 0.22
O
0.35 0.21 0.65
O
0.70 0.56 0.68
0.68 0.54 0.19
0.36 0.22 0.21
O
0.02 0.88 0.67
O
0.02 0.36 0.16
O
0.51 0.87 0.16
O
0.35 0.72 0.72
O
0.86 0.21 0.72
O
0.01 0.37 0.66
O
0.50 0.88 0.66
O
0.35 0.71 0.21
O
0.86 0.21 0.21
0.69 0.55 0.93
0.68 0.53 0.44
0.20 0.05 0.44
0.17 0.03 0.93
0.18 0.04 0.44
0.69 0.05 0.94
O
0.18 0.54 0.94
0.19 0.55 0.44
O
0.68 0.05 0.44
0.18 0.54 0.19
0.69 0.04 0.19
0.69 0.05 0.69","Invalid structure: lengths=3, angles=0, species=1"
1628," description
0.09 0.05 0.35
Mn
0.59 0.55 0.35
Mn
0.09 0.55 0.85
Mn
0.59 0.05 0.85
Si
0.26 0.22 0.01
Si
0.92 0.88 0.69
Si
0.76 0.38 0.69
Si
0.42 0.72 0.01
Y
0.46 0.80 0.51
Y
0.72 0.31 0.19
Y
0.95 0.53 0.50
Y
0.23 0.57 0.20
Y
0.98 0.77 0.06
Y
0.20 0.33 0.64
Y
0.71 0.84 0.20
Y
0.47 0.26 0.50
Y
0.92 0.03 0.94
Y
0.26 0.07 0.76
Y
0.43 0.67 0.79
Y
0.75 0.43 0.91
0.74 0.76 0.70
Y
0.44 0.34 1.00
Y
0.95 0.27 0.45
Y
0.23 0.84 0.24
Y
0.68 0.03 0.55
Y
0.50 0.07 0.14
Y
0.02 0.57 0.73
Y
0.16 0.53 0.97
Si
0.71 0.66 0.43
Si
0.47 0.44 0.26
Si
0.98 0.16 0.17
Si
0.21 0.94 0.53
0.34 0.97 0.94
Si
0.85 0.13 0.75
Si
0.62 0.47 0.65
Si
0.55 0.64","Invalid structure: lengths=3, angles=0, species=11"
1631," description
0.54 0.65 0.38
Pb
0.04 0.15 0.88
As
0.41 0.85 0.68
As
0.74 0.52 0.69
As
0.73 0.04 0.56
As
0.24 0.37 0.56
Ru
0.79 0.76 0.10
Ru
0.15 0.41 0.10
Ru
0.18 0.79 0.48
Ru
0.63 0.25 0.14
Ru
0.65 0.28 0.48
Ru
0.30 0.92 0.10
0.65 0.78 0.81
Ru
0.04 0.15 0.38
Ru
0.40 0.51 0.74
Ru
0.90 0.01 0.24
Ru
0.15 0.28 0.31
Ru
0.54 0.65 0.88
Ru
0.91 0.52 0.58
Ru
0.41 0.02 0.58
Ru
0.91 0.01 0.58
Ru
0.41 0.51 0.08
0.40 0.01 0.30
0.90 0.52 0.30
0.41 0.51 0.48
Ru
0.91 0.01 0.98
Ru
0.90 0.52 0.98
Ru
0.41 0.01 0.98
0.17 0.76 0.24
Ru
0.67 0.27 0.74
0.25 0.38 0.82
Ru
0.79 0.85 0.41
Ru
0.25 0.76 0.74
Ru
0.68 0.38 0.95
Ru
0.67 0.84 0.24
Ru
0.79 0.31 0.24
Ru","Invalid structure: lengths=3, angles=0, species=10"
1662," description of the lattice shape
116 116 96
Cs
0.56 0.94 0.57
Cs
0.06 0.44 0.57
0.32 0.69 0.07
Ru
0.82 0.19 0.07
0.77 0.34 0.40
Ru
0.77 0.13 0.75
Ru
0.99 0.56 0.90
Ru
0.18 0.13 0.25
Ru
0.64 0.04 0.90
Ru
0.86 0.60 0.25
Ru
0.24 0.83 0.40
Ru
0.41 0.25 0.75
0.40 0.39 0.49
Ru
0.40 0.04 0.15
Ru
0.13 0.71 0.99
Ru
0.77 0.71 0.66
Ru
0.65 0.59 0.99
Ru
0.98 0.92 0.15
Ru
0.54 0.84 0.91
Ru
0.88 0.84 0.24
Ru
0.22 0.28 0.91
Ru
0.22 0.56 0.24
Ru
0.95 0.14 0.41
Ru
0.28 0.14 0.74
Ru
0.83 0.77 0.41
Ru
0.83 0.04 0.74
0.54 0.26 0.07
0.98 0.33 0.07
0.14 0.90 0.80
Ru
0.57 0.32 0.35
Ru
0.96 0.71 0.80
Ru
0.39 0.71 0.35
0.78 0.35 0.74
Ru
0.62 0.18 0.41
Ru
0.97 0.54 0.41
Ru
0","Invalid structure: lengths=3, angles=0, species=17"
1682," description of the lattice type and a element type and coordinates for each atom within the lattice
 P2O5
0.32 0.30 0.69
P2O5
0.82 0.80 0.69
P
0.32 0.80 0.19
P
0.82 0.30 0.19
H
0.07 0.55 0.90
H
0.57 0.05 0.48
H
0.07 0.55 0.48
H
0.57 0.05 0.90
O
0.32 0.30 0.91
O
0.82 0.80 0.46
O
0.32 0.80 0.35
O
0.82 0.30 0.03
O
0.07 0.55 0.69
O
0.57 0.05 0.69
O
0.32 0.80 0.02
O
0.82 0.30 0.36
O
0.32 0.30 0.46
O
0.82 0.80 0.91
O
0.07 0.05 0.19
O
0.57 0.55 0.19
O
0.57 0.55 0.69
O
0.07 0.05 0.69
O
0.57 0.05 0.19
O
0.07 0.55 0.19
0.32 0.80 0.69
0.82 0.30 0.69
0.07 0.55 0.95
O
0.57 0.05 0.43
O
0.07 0.55 0.43
O
0.57 0.05 0.95
0.07 0.05 0.69
O
0.57 0.55 0.69
0.82 0.30 0.19
F
0.82 0.80 0.19
F
0","Invalid structure: lengths=3, angles=0, species=5"
1689," description of the lattice and 3.4
74 74 29
Li
0.23 0.93 0.39
Li
0.06 0.76 0.84
Ag
0.44 0.14 0.12
Ag
0.84 0.54 0.61
O
0.40 0.10 0.52
O
0.65 0.35 0.60
O
0.63 0.33 0.03
O
0.88 0.59 0.11
0.20 0.90 0.77
O
0.67 0.38 0.53
O
0.61 0.31 0.10
O
0.08 0.78 0.86
0.31 0.02 0.22
0.98 0.68 0.41
0.29 1.00 0.97
O
0.38 0.10 0.66
O
0.90 0.61 0.97
O
0.80 0.51 0.28
O
0.38 0.09 0.33
O
0.90 0.61 0.70
0.47 0.18 0.96
0.99 0.71 0.20
0.29 0.00 0.53
0.18 0.89 0.15
0.10 0.81 0.58
0.72 0.43 0.77
0.56 0.27 0.40
0.66 0.37 0.08
0.97 0.68 0.74
0.32 0.03 0.80
0.59 0.30 0.71
0.79 0.50 0.03
0.49 0.20 0.52
0.18 0.89 0.","Invalid structure: lengths=3, angles=0, species=3"
1759," description
0.06 0.59 0.40
Cu
0.56 0.09 0.40
Se
0.32 0.83 0.20
Se
0.80 0.85 0.60
Se
0.80 0.31 0.20
Se
0.32 0.33 0.60
0.81 0.83 0.11
Se
0.32 0.84 0.69
Se
0.32 0.33 0.11
Se
0.81 0.33 0.69
0.56 0.09 0.90
0.06 0.59 0.90
0.06 0.09 0.41
N
0.56 0.59 0.41
Br
0.31 0.83 0.40
Br
0.81 0.33 0.40
Br
0.31 0.33 0.40
Br
0.81 0.83 0.40
Br
0.31 0.84 0.91
Br
0.81 0.33 0.90
Br
0.81 0.84 0.91
Br
0.31 0.33 0.90
Br
0.06 0.59 0.15
Br
0.56 0.09 0.14
Br
0.06 0.09 0.65
Br
0.56 0.59 0.64
0.06 0.59 0.65
Br
0.56 0.09 0.64
Br
0.56 0.59 0.15
Br
0.06 0.09 0.15
0.06 0.09 0.90
0.56 0.59 0.90
0.56 0.09 0.40
0.06 0.59 0.40
0.56 0.59 0.40
0.","Invalid structure: lengths=3, angles=0, species=6"
1840," description of the lattice and 4.9
90 90 119
Li
0.59 0.78 0.44
Li
0.25 0.11 0.94
Yb
0.92 0.45 0.69
Yb
0.92 0.45 0.19
Pb
0.26 0.11 0.44
Pb
0.59 0.78 0.941
0.59 0.11 0.69
Pb
0.26 0.78 0.19
Pb
0.59 0.11 0.19
Pb
0.26 0.78 0.691
0.92 0.78 0.44
Pb
0.59 0.45 0.94
Pb
0.92 0.11 0.94
Pb
0.25 0.45 0.441
0.25 0.45 0.94
Pb
0.92 0.11 0.441
0.59 0.45 0.441
0.92 0.78 0.941
0.26 0.45 0.19
Pb
0.92 0.78 0.69
Pb
0.59 0.45 0.69
Pb
0.92 0.11 0.191
0.59 0.78 0.191
0.26 0.11 0.6911
0.92 0.45 0.441
0.92 0.45 0.941
0.59 0.78 0.691
0.26 0.11 0.191
0.59 0.11 0.44
Pb
0.26 0.78 0.94
Pb
0.59 0.78 0.44
Pb
0.26 0.78 0.44
Pb
0.59 0.11 0.94
Pb","Invalid structure: lengths=3, angles=0, species=9"
