index,original_gen_str,reason
3694," the lattice coordinates for each atom:0.71 0.09 0.00
1.00 1.00 0.29
Sm
0.50 0.50 0.79
Mg
0.20 0.70 0.50
Mg
0.70 0.20 0.50
Hg
0.30 0.10 0.79
Hg
0.80 0.60 0.29
Hg
0.10 0.40 0.00
Hg
0.60 0.90 0.50","Invalid structure: lengths=3, angles=0, species=0"
3755," the lattice coordinates for each atom:0.18 1.00 0.91
x
0.23 0.11 0.47
Sc
0.73 0.61 0.47
Mo
0.20 0.61 0.70
Mo
0.70 0.11 0.23
O
0.43 0.61 0.58
O
0.12 0.61 0.89
O
0.23 0.61 0.29
O
0.73 0.11 0.56
O
0.62 0.11 0.99
O
0.93 0.11 0.30
O
0.21 0.61 0.61
O
0.40 0.11 0.21
O
0.72 0.11 0.28
O
0.91 0.11 0.92
O
0.90 0.61 0.38
O
0.41 0.11 0.71","Invalid structure: lengths=3, angles=0, species=0"
3767," the.65 0.65 0.59
x
0.27 0.03 0.90
Zn
0.07 0.25 0.19
Zn
0.45 0.84 0.69
Zn
0.45 0.34 0.69
Zn
0.07 0.75 0.19
Zn
0.87 0.44 0.49
Zn
0.65 0.15 0.99
Zn
0.65 0.55 0.99
Zn
0.87 0.94 0.49
Zn
0.37 0.44 0.18
Zn
0.16 0.65 0.68
Zn
0.16 0.04 0.68
Zn
0.37 0.94 0.18
Pu
0.94 0.34 0.81
Pu
0.58 0.75 0.31
Pu
0.58 0.25 0.31
Pu
0.94 0.84 0.81","Invalid structure: lengths=3, angles=0, species=0"
3772," the formula is Ho
0.62 0.87 0.55
Ho
0.12 0.37 0.14
Ho
0.92 0.71 0.84
Ho
0.42 0.21 0.84
Pt
0.32 0.62 0.55
Pt
0.82 0.12 0.14","Invalid structure: lengths=3, angles=0, species=0"
3798," the
0.21 0.40 0.36
The
1.00 0.70 0.24
The
1.00 0.70 0.76
The
0.71 0.90 0.86
The
0.71 0.90 0.47
La
0.50 0.20 0.09
La
0.21 0.40 0.97
La
0.50 0.20 0.60
Pd
0.21 0.90 0.96
Pd
0.51 0.71 0.75
Pd
0.90 0.06 0.15
Pd
0.90 0.06 0.65
Pd
0.21 0.90 0.47
Pd
0.70 0.40 0.47
Pd
0.36 0.54 0.15
Pd
0.70 0.40 0.96","Invalid structure: lengths=3, angles=0, species=0"
3816," the
0.54
1.00 0.30
Cs
0.31 0.64 0.72
P
0.81 0.14 0.22
F
0.75 0.88 0.27
F
0.96 0.88 0.17
F
0.86 0.30 0.11
F
0.25 0.18 0.11
F
0.09 0.58 0.11
F
0.67 0.09 0.11","Invalid structure: lengths=3, angles=0, species=0"
3837," the0.81 0.88 0.61
Rb
0.70 0.57 0.87
Rb
0.20 0.07 0.37
Rb
0.96 0.79 0.11
Mn
0.46 0.29 0.61
Mn
0.32 0.36 0.11
P
0.18 0.59 0.73
P
0.72 0.05 0.95
P
0.46 0.79 0.53
P
0.32 0.36 0.70
P
0.45 0.30 0.99
P
0.82 0.21 0.23
P
0.72 0.05 0.45
P
0.18 0.59 0.23","Invalid structure: lengths=3, angles=0, species=0"
3848," the:0.65 0.14 0.57
N
0.27 0.26 0.71
N
0.63 0.88 0.21
F
0.42 0.60 0.89
F
0.08 0.16 0.87
F
0.72 0.79 0.37
F
0.00 0.41 0.39","Invalid structure: lengths=3, angles=0, species=0"
3850," the lattice type:
4.3
4.3
16.2
16.2
154
Tb
0.44 0.32 0.21
Tb
0.51 0.25 0.48
Tb
0.37 0.40 0.94
Tb
0.30 0.47 0.70
Ga
0.88 0.90 0.31
Ga
0.88 0.90 0.80
Ga
0.73 0.04 0.06
Ga
0.06 0.69 0.12
Ga
0.07 0.68 0.28
Ga
0.07 0.68 0.55
Ga
0.71 0.05 0.37
Ga
0.63 0.12 0.79
Ga
0.38 0.40 0.44
Ga
0.81 0.96 0.59
Ga
0.94 0.82 0.63
Ga
0.95 0.81 0.97","Invalid structure: lengths=3, angles=0, species=0"
3873," the.71 0.71 0.60
0.46 0.85 0.90
0.67 0.57 0.21
Ta
0.51 0.16 0.63
Ta
0.87 0.00 0.78
Ta
0.58 0.30 0.99
Ta
0.46 0.66 0.49
Ta
0.08 0.00 0.40
Ta
0.00 0.57 0.81
Ta
0.96 0.20 0.13
Ta
0.38 0.07 0.28
Cr
0.18 0.45 0.13
Cr
0.27 0.30 0.50
Cr
0.77 0.80 0.08
Cr
0.26 0.81 0.69
Cr
0.78 0.40 0.49
Cr
0.67 0.90 0.30
B
0.05 0.86 0.16
B
0.10 0.93 0.95
B
0.60 0.26 0.24
B
0.71 0.73 0.85
B
0.21 0.47 0.35
B
0.54 0.34 0.45
B
0.14 0.25 0.74
B
0.63 0.94 0.56","Invalid structure: lengths=3, angles=3, species=0"
3892," the
0.85 0.17 1.00
Y
0.55 0.17 0.29
Y
0.05 0.67 0.90
Y
0.05 0.17 0.49
Y
0.55 0.67 0.79
Mn
0.35 0.98 0.79
Mn
0.25 0.87 0.29
Mn
0.35 0.37 0.99
Mn
0.25 0.48 0.49
Mn
0.75 0.87 0.49
Mn
0.85 0.98 0.79
Mn
0.75 0.48 0.29
Mn
0.85 0.37 0.99
Si
0.45 0.17 0.60
Si
0.16 0.67 0.59
Si
0.16 0.17 0.10
Si
0.45 0.67 0.10
Si
0.95 0.67 0.60
Si
0.66 0.17 0.60","Invalid structure: lengths=3, angles=0, species=0"
3908," of.61 0.79 0.46
0.47 0.47 0.22
0.32 0.92 0.99
H
0.17 0.43 0.56
H
0.65 0.23 0.80
H
0.21 0.31 0.64
H
0.64 0.70 0.88
P
0.35 0.55 0.96
P
0.44 0.05 0.39
P
0.85 0.61 0.12
P
0.94 0.11 0.50
Os
0.09 0.47 0.40
Os
0.78 0.92 0.55
Os
0.09 0.28 0.77
Os
0.78 0.83 0.16
S
0.22 0.75 0.26
S
0.64 0.36 0.46
S
0.21 0.01 0.49
S
0.64 0.51 0.97","Invalid structure: lengths=3, angles=3, species=0"
3932," the e.0 4.3 6.9
90 90 90
Lu
0.53 0.49 0.81
Lu
0.03 0.49 0.28
Ge
0.53 0.99 0.14
Ge
0.03 0.99 0.95
Ir
0.28 0.99 0.54
Ir
0.78 0.99 0.54
Ir
0.53 0.49 0.42
Ir
0.03 0.49 0.67","Invalid structure: lengths=3, angles=0, species=0"
4037," is.07 0.00 0.06
0.71 0.35 0.56
1.00 0.67 0.31
1.00 0.67 0.81
Co
0.01 0.35 0.56
Co
0.20 0.56 0.56
Co
0.50 0.77 0.56
Co
0.70 0.86 0.06
Co
0.30 0.17 0.56
Co
0.50 0.57 0.06
Co
0.69 0.97 0.56
Co
0.91 0.15 0.56
Co
0.80 0.67 0.56
Co
0.19 0.87 0.56
Co
0.31 0.17 0.06
Co
0.50 0.47 0.56
Co
0.80 0.16 0.06
Co
0.00 0.17 0.81
Co
0.50 0.17 0.31
Co
0.50 0.17 0.81
Co
0.50 0.17 0.06
Ge
0.71 0.50 0.81
Ge
0.71 0.50 0.31
Ge
0.30 0.94 0.81
Ge
0.30 0.94 0.31
Ge
0.16 0.47 0.06
Ge
0.84 0.97 0.06","Invalid structure: lengths=3, angles=3, species=0"
4082," the formula is YInNi
0.70 0.95 0.74

Y
0.20 0.45 0.24
Y
0.20 0.95 0.24
Y
0.70 0.45 0.24
In
0.70 0.95 0.24
In
0.95 0.20 0.74
In
0.45 0.70 0.74
In
0.45 0.20 0.74
Ni
0.20 0.45 0.74
Ni
0.95 0.70 0.74","Invalid structure: lengths=3, angles=0, species=0"
4107," is 4.1 4.1 2.5
90
90
48
0.57 0.88 0.35
Be
0.26 0.57 0.85
Be
0.88 0.19 0.85
Fe
0.07 0.38 0.35","Invalid structure: lengths=3, angles=0, species=0"
4175," the.08 0.00 1.00
22
0.04 0.36 0.39
C
0.43 0.16 0.69
C
0.68 0.16 0.69
C
0.43 0.50 0.19
C
0.68 0.50 0.19
C
0.04 0.86 0.89","Invalid structure: lengths=3, angles=0, species=0"
4190," is.08 0.00 0.36
Sn
0.76 0.89 0.64
Sn
0.40 0.89 0.36
Sn
0.58 0.57 0.64
Sn
0.92 0.57 0.36
Sn
0.58 0.25 0.14
Sn
0.25 0.25 0.64
Mn
0.48 0.66 0.99
Mn
0.99 0.17 0.99
Mn
0.99 0.66 0.99
Mn
0.48 0.17 0.99
Mn
0.90 0.39 0.86
Mn
0.26 0.39 0.14
Mn
0.26 0.75 0.86
Mn
0.90 0.75 0.14
Mn
0.64 0.02 0.86
Mn
0.64 0.39 0.86
Mn
0.64 0.02 0.14
Mn
0.13 0.53 0.64
Mn
0.13 0.02 0.64
Mn
0.13 0.02 0.14
Mn
0.64 0.02 0.36
Mn
0.64 0.53 0.36","Invalid structure: lengths=3, angles=0, species=0"
4242," is 4.0 4.0
90 90 90
La
0.97 0.33 0.32
Cu
0.47 0.83 0.32
S
0.47 0.83 0.82
O
0.97 0.33 0.82","Invalid structure: lengths=3, angles=0, species=0"
4320," the lattice type is
C
1
0.73 0.88 0.22
C
0.23 0.38 0.72
Mo
0.48 0.63 0.47
Mo
0.98 0.13 0.97
O
0.52 0.42 0.62
O
0.44 0.83 0.32
O
0.94 0.33 0.82
O
0.02 0.92 0.12
O
0.77 0.09 0.33
O
0.18 0.17 0.61
O
0.27 0.59 0.83
O
0.68 0.67 0.11","Invalid structure: lengths=3, angles=0, species=0"
4410," the at.
0.74 0.27 0.80
Y
0.35 0.92 0.50
Y
0.09 0.92 0.00
Y
0.70 0.50 0.50
Y
0.74 0.57 0.00
Y
0.09 0.27 0.65
Y
0.35 0.27 0.15
Y
0.09 0.57 0.30
Y
0.34 0.50 0.80
Ga
0.51 0.79 0.25
Ga
0.48 0.09 0.80
Ga
0.77 0.99 0.50
Ga
0.66 0.09 0.30
Ga
0.17 0.71 0.75
Ga
0.96 0.79 0.60
Ga
0.96 0.79 0.25
Ga
0.17 0.35 0.00
Ga
0.77 0.99 0.90
Ga
0.96 0.35 0.40
Ga
0.48 0.71 0.00
Ga
0.51 0.35 0.60
Ga
0.66 0.71 0.75
Ga
0.48 0.09 0.40
Ga
0.17 0.09 0.90","Invalid structure: lengths=3, angles=0, species=0"
4411," the lattice coordinates for each atom:0.5 0.0 1.0
90 90 90
Hf
0.64 0.01 0.79
Hf
0.14 0.51 0.29
In
0.14 0.51 0.79
In
0.64 0.01 0.29
Cu
0.64 0.51 0.54
Cu
0.14 0.01 0.54
Cu
0.64 0.51 0.04
Cu
0.14 0.01 0.04","Invalid structure: lengths=3, angles=0, species=0"
4485," the.66 0.66 
0.66 0.16 1.00
C
0.66 0.16 0.79
C
0.66 0.66 0.20
C
0.16 0.97 0.50
C
0.16 0.47 0.50
N
0.77 0.06 0.79
N
0.56 0.27 0.20
N
0.77 0.56 0.20
N
0.56 0.77 0.79
N
0.06 0.77 0.50
N
0.27 0.06 0.50
N
0.06 0.27 0.50
N
0.27 0.56 0.50","Invalid structure: lengths=3, angles=0, species=0"
4509," the.47 0.65 0.83
0.18 0.73 0.59
0.94 0.90 0.95
Bi
0.71 0.02 0.67
Bi
0.01 0.37 0.41
Bi
0.51 0.47 0.30
Bi
0.21 0.18 0.03","Invalid structure: lengths=3, angles=3, species=0"
4607," is 3.6 3.6
100 100 129
Tm
0.57 0.50 0.89
Tm
0.95 0.89 0.58
C
0.26 0.19 0.70
N
0.26 0.70 0.30
N
0.76 0.20 0.30
O
0.26 0.20 0.30","Invalid structure: lengths=3, angles=0, species=0"
4666," of 3.9 11.0
90 90 90
Ce
0.18 0.92 0.26
Ce
0.68 0.64 0.76
Ho
0.18 0.42 0.07
Ho
0.68 0.14 0.57
Ho
0.18 0.94 0.77
Ho
0.68 0.62 0.27
Ho
0.18 0.42 0.55
Ho
0.68 0.14 0.05
S
0.18 0.19 0.40
S
0.68 0.37 0.90
S
0.18 0.08 0.93
S
0.68 0.48 0.43
S
0.18 0.76 0.61
S
0.68 0.81 0.11
S
0.18 0.76 0.03
S
0.68 0.81 0.53
S
0.18 0.47 0.74
S
0.68 0.09 0.24
S
0.18 0.46 0.29
S
0.68 0.10 0.79","Invalid structure: lengths=3, angles=0, species=0"
4782," the:0.57 0.37 1.00
H
0.55 0.75 0.94
H
0.57 0.10 0.05
H
0.91 0.35 0.44
H
0.22 0.38 0.55
O
0.56 0.65 0.95
O
0.57 0.00 0.04
O
0.86 0.36 0.45
O
0.27 0.37 0.54","Invalid structure: lengths=3, angles=0, species=0"
4876," is.40 0.40 0.40
0.61 0.81 0.72
0.37 0.07 0.91
Fe
0.57 0.70 0.11
Fe
0.48 0.92 0.34
Fe
0.79 0.01 0.00
Fe
0.69 0.33 0.14
Fe
0.87 0.90 0.44
Fe
0.80 0.22 0.77
Fe
0.98 0.10 0.21
Fe
0.09 0.40 0.04
Fe
0.19 0.19 0.42
Fe
0.99 0.60 0.60
Fe
0.07 0.31 0.70
Fe
0.29 0.51 0.83
As
0.52 0.60 0.59
As
0.43 0.22 0.66
As
0.67 0.55 0.91
As
0.79 0.80 0.19
As
0.91 0.68 0.86
As
0.09 0.92 0.55
As
0.20 0.77 0.01
As
0.31 0.02 0.24","Invalid structure: lengths=3, angles=3, species=0"
4910," the lattice vectors:0.5 0.0 1.0
90 90 90
Yb
0.62 0.27 0.85
Yb
0.12 0.77 0.85
In
0.12 0.27 0.35
In
0.62 0.77 0.35
Rh
0.37 0.02 0.60
Rh
0.87 0.52 0.60
Rh
0.37 0.02 0.10
Rh
0.87 0.52 0.10","Invalid structure: lengths=3, angles=0, species=0"
4928," the0.51 0.43 1.00
Ba
0.51 0.43 0.50
Ba
0.01 0.93 0.50
Ba
0.01 0.43 0.00
Ba
0.51 0.93 0.00
Ce
0.01 0.93 0.00
Mn
0.01 0.43 0.50
Mn
0.51 0.93 0.50
Mn
0.51 0.43 0.00
O
0.01 0.43 0.72
O
0.51 0.93 0.72
O
0.51 0.43 0.20
O
0.01 0.93 0.20
O
0.28 0.66 0.98
O
0.78 0.16 0.98
O
0.28 0.66 0.53
O
0.78 0.16 0.53
O
0.24 0.21 0.87
O
0.74 0.71 0.87
O
0.24 0.21 0.34
O
0.74 0.71 0.34","Invalid structure: lengths=3, angles=0, species=0"
4941," the0.11 0.55 1.00
Hf
0.75 0.05 0.48
Hf
0.26 0.80 0.24
Hf
0.26 0.31 0.74
Nb
0.76 0.55 0.48
Nb
0.25 0.05 0.98
Ga
0.55 0.55 0.20
Ga
0.03 0.05 0.70
Ga
0.03 0.05 0.28
Ga
0.54 0.55 0.78","Invalid structure: lengths=3, angles=0, species=0"
5059," is.99 0.72 0.39
1.00 0.38 0.56
0.70 0.86 0.06
Be
0.48 0.38 0.40
Be
0.20 0.86 0.90
Be
0.68 0.62 0.64
Be
0.20 0.13 0.14
B
0.07 0.88 0.67
B
0.52 0.12 0.87
B
0.64 0.36 0.17
B
0.18 0.59 0.86
O
0.10 0.75 0.56
O
0.25 0.18 0.96
O
0.66 0.76 0.58
O
0.61 0.27 0.06
O
0.23 0.02 0.30
O
0.42 0.42 0.54
O
0.76 0.53 0.46
O
0.40 0.90 0.04
O
0.01 0.75 0.08
O
0.89 0.07 0.65
O
0.59 0.25 0.80
O
0.77 0.45 0.17
F
0.08 0.50 0.80
F
0.40 0.67 0.80
F
0.78 0.96 0.30
F
0.99 0.25 0.30","Invalid structure: lengths=3, angles=3, species=0"
5083," the
0.18 1.00 1.00
the
0.68 0.50 0.50
Li
0.43 0.75 0.25
Li
0.93 0.25 0.75
Li
0.93 0.75 0.75
Li
0.43 0.25 0.25
V
0.93 0.25 0.25
V
0.43 0.75 0.75
Cr
0.93 0.75 0.25
Cr
0.43 0.25 0.75
O
0.10 0.90 0.36
O
0.60 0.40 0.86
O
0.75 0.59 0.14
O
0.25 0.09 0.64
O
0.12 0.42 0.40
O
0.62 0.92 0.90
O
0.27 0.61 0.99
O
0.77 0.11 0.49
O
0.27 0.42 0.11
O
0.77 0.92 0.61
O
0.62 0.11 0.26
O
0.12 0.61 0.76","Invalid structure: lengths=3, angles=0, species=0"
5103," is.52.0 5.9 8.2
80 90 90
Nd
0.79 0.27 0.04
Nd
0.29 0.65 0.43
Nd
0.79 0.18 0.44
Nd
0.29 0.75 0.03
Ge
0.55 0.46 0.73
Ge
0.05 0.46 0.73
Ge
0.55 0.96 0.73
Ge
0.05 0.96 0.73
Ge
0.48 0.33 0.33
Ge
0.98 0.59 0.14
Ge
0.61 0.59 0.14
Ge
0.11 0.33 0.33
Ge
0.98 0.86 0.33
Ge
0.48 0.06 0.14
Ge
0.11 0.06 0.14
Ge
0.61 0.86 0.33
Ir
0.48 0.16 0.82
Ir
0.98 0.77 0.65
Ir
0.61 0.77 0.65
Ir
0.11 0.16 0.82
Ir
0.48 0.91 0.94
Ir
0.98 0.02 0.53","Invalid structure: lengths=3, angles=0, species=0"
5163," the
0.50 1.00 1.00
Ce
0.11 0.19 0.30
Ce
0.80 0.80 0.69
Ce
0.11 0.69 0.19
Ce
0.80 0.30 0.80
Si
0.32 0.17 0.64
Si
0.59 0.82 0.35
Si
0.32 0.67 0.85
Si
0.59 0.32 0.14
Si
0.63 0.12 0.50
Si
0.57 0.87 0.59
Si
0.63 0.62 0.09
Si
0.57 0.37 0.00
Ru
0.26 0.21 0.93
Ru
0.04 0.77 0.43
Ru
0.26 0.71 0.56
Ru
0.04 0.27 0.06","Invalid structure: lengths=3, angles=0, species=0"
5191," the t
0.77 0.36 1.00
the t
0.77 0.60 0.66
the t
0.41 0.36 0.33
Ca
0.41 0.60 0.99
Ca
0.03 0.83 0.33
Be
0.77 0.31 0.66
Be
0.77 0.06 0.34
Be
0.77 0.87 0.99
Be
0.22 0.37 0.67
Be
0.21 0.81 0.87
Be
0.22 0.06 0.01
O
0.97 0.34 0.73
O
0.97 0.98 0.97
O
0.97 0.67 0.58
O
0.58 0.34 0.58
O
0.58 0.00 0.36
O
0.58 0.66 0.75
O
0.32 0.33 0.04
O
0.33 0.62 0.35
O
0.32 0.93 0.99
O
0.77 0.64 0.04
O
0.77 0.93 0.69
O
0.77 0.30 0.30","Invalid structure: lengths=3, angles=0, species=0"
5208," the.54 0.54 0.56

O
0.96 0.22 0.37
O
0.95 0.65 0.87
O
0.34 0.65 0.32
O
0.33 0.12 0.82
Mn
0.96 0.15 0.91
Mn
0.33 0.65 0.80
Mn
0.34 0.15 0.30
Mn
0.96 0.65 0.41
P
0.48 0.02 0.56
P
0.81 0.77 0.06
P
0.81 0.52 0.20
P
0.48 0.27 0.70","Invalid structure: lengths=3, angles=0, species=0"
5340," the0.47 0.54 1.00
C
0.40 0.20 0.64
C
0.54 0.88 0.35
C
0.70 0.88 0.64
C
0.25 0.20 0.35
C
0.40 0.16 0.75
C
0.54 0.91 0.24
C
0.70 0.91 0.75
C
0.25 0.16 0.24
Nb
0.61 0.54 0.70
Nb
0.33 0.54 0.29
Nb
0.95 0.54 0.70
Nb
0.95 0.54 0.29
Nb
0.53 0.20 0.50
Nb
0.40 0.88 0.49
Nb
0.95 0.20 0.50
Nb
0.95 0.88 0.50
Nb
0.65 0.21 0.83
Nb
0.30 0.88 0.16
Nb
0.95 0.88 0.83
Nb
0.95 0.21 0.16","Invalid structure: lengths=3, angles=0, species=0"
5381," the (0.53 0.41 1.00
0.70 0.22 0.43
39 1.89 0.77
B
0.23 0.62 0.72
B
0.87 0.62 0.72
B
0.50 0.96 0.15
B
0.83 0.96 0.15
B
0.33 0.50 0.43
B
1.00 0.76 0.43
B
0.23 0.29 0.57
B
0.57 0.83 0.43
B
0.57 0.29 0.72
B
0.23 0.83 0.43
B
0.83 0.29 0.60
B
0.87 0.19 0.15
B
0.16 0.50 0.15
B
0.16 0.96 0.00
B
0.93 0.66 0.00
B
0.93 0.12 0.72
B
0.23 0.12 0.88
B
0.57 0.66 0.72
B
0.57 0.12 0.88
B
0.50 0.50 0.60
B
0.83 0.66 0.57
B
0.50 0.04 0.57
B
0.43 0.04 0.34
B
0.43 0.66 0.15
B
0.33 0.83 0.34","Invalid structure: lengths=3, angles=3, species=0"
5396," the
0.32 0.54 1.00
b
0.64 0.67 0.16
b
0.14 0.08 0.04
b
0.84 0.13 0.66
b
0.37 0.97 0.54
b
0.64 0.67 0.83
b
0.14 0.08 0.39
b
0.84 0.13 0.20
b
0.37 0.97 0.89
Tb
0.01 0.39 0.73
Tb
0.51 0.44 0.35
Tb
0.98 0.80 0.23
Tb
0.48 0.86 0.32
Al
0.78 0.83 0.53
Al
0.56 0.29 0.03
Al
0.44 0.38 0.66
Al
0.94 0.87 0.85
Al
0.07 0.65 0.52
Al
0.28 0.27 0.21
Si
0.24 0.73 0.70
Si
0.74 0.50 0.56
Si
0.69 0.08 0.86
Si
0.19 0.16 0.69
Si
0.69 0.59 0.02
Si
0.19 0.64 0.25","Invalid structure: lengths=3, angles=0, species=0"
5451," is 7.5 0.85  0.21
The band gap is 1.01485993
Generate an element that could replace the material:
La","Invalid structure: lengths=3, angles=0, species=1"
5549," the
0.93
1.10 1.00
​1.00
1.00 1.00
1.00
1.00
3.00
0.60 0.86
1.00
1.00 1.00
1.00 1.00
1.00 1.00
1.00 0.50 0.50
1.00 0.50 1.00
1.00 0.50 1.00
Cu
0.50 0.75 0.85
Cu
0.50 0.75 0.35
Se
0.66 0.58 0.68
Se
0.66 0.58 0.18
Se
0.33 0.33 0.17
Se
0.33 0.33 0.68
O
0.80 0.62 0.44
O
0.80 0.62 0.94
O
0.80 0.19 0.94
O
0.80 0.19 0.44
O
0.72 0.79 0.68
O
0.72 0.79 0.18
O
0.28 0.79 0.68
O
0.28 0.79 0.18
O
0.28 0.28 0.94
O
0.28 0.28 0.44
O
0.28 0.04 0.68
O
0.28 0.04 0.18","Invalid structure: lengths=3, angles=3, species=0"
5564," of 3.6 3.6
90 90 90
Ti
0.08 0.11 0.81
Co
0.58 0.61 0.81
Ni
0.08 0.61 0.56
Ni
0.08 0.61 0.07
Ni
0.58 0.11 0.56
Ni
0.58 0.11 0.07","Invalid structure: lengths=3, angles=0, species=0"
5601," the.15 .15 0.50

Generate an element that could replace the element:
PtRh
3.7 1.00 1.00
PtRh
1.00 0.30 1.00
Rh
1.00 1.00 0.29
Rh
0.74 0.80 0.79
Rh
0.25 0.50 0.79
Rh
0.74 0.30 0.50
Rh
1.00 0.50 0.29
Rh
0.24 0.80 1.00","Invalid structure: lengths=3, angles=0, species=8"
5630," of.50 0.50 0.05
Cl
0.28 0.80 0.32
Cl
0.58 0.11 0.37
Cl
0.51 0.13 0.82
Cl
0.29 0.78 0.87
Br
0.01 0.62 0.02
Br
0.78 0.28 0.09
Br
0.79 0.29 0.59
Br
0.00 0.62 0.52","Invalid structure: lengths=3, angles=0, species=0"
5663," is.65 0.65 0.65
Rb
0.95 0.79 0.29
Rb
0.27 0.43 0.79
Na
0.64 0.16 0.04
Na
0.58 0.12 0.54
Al
0.06 0.22 0.38
Al
0.06 0.05 0.88
F
0.99 0.29 0.21
F
0.03 0.41 0.48
F
0.54 0.78 0.48
F
0.86 0.94 0.99
F
0.46 0.92 0.98
F
0.99 0.13 0.67
F
0.80 0.22 0.49
F
0.26 0.16 0.17
F
0.28 0.07 0.71
F
0.28 0.70 0.98
F
0.56 0.45 0.98
F
0.63 0.63 0.17","Invalid structure: lengths=3, angles=0, species=0"
5675," of.66 0.05 0.12
0.84 0.69 0.42
0.45 0.30 0.73
K
0.14 0.43 0.96
K
0.05 0.99 0.69
Pd
0.50 0.80 0.37
Cl
0.61 0.40 0.44
Cl
0.58 0.90 0.68
Cl
0.60 0.86 0.17
Cl
0.58 0.33 0.98","Invalid structure: lengths=3, angles=3, species=0"
5836," the.75 0.79 1.00
Te
0.75 0.49 0.37
Te
0.06 0.46 0.15
Te
0.06 0.79 0.37
Te
0.75 0.80 0.61
Te
0.06 0.10 0.61
Te
0.36 0.79 0.15
Te
0.36 0.46 0.61
Te
0.36 0.10 0.37
Ir
0.63 0.17 0.51
Ir
0.63 0.68 0.27
Ir
0.63 0.17 0.26","Invalid structure: lengths=3, angles=0, species=0"
5911," the.14 0.11 0.74
0.40 0.65 0.48
0.66 0.81 0.98
Ge
0.40 0.36 0.22
Ge
0.92 0.08 0.49
Ge
0.12 0.83 0.97
Pd
0.78 0.42 0.82
Pd
0.76 0.44 0.34
Pd
0.66 0.12 0.74
Pd
0.67 0.13 0.23
Pd
0.14 0.33 0.98
Pd
0.91 0.64 0.49
Pd
0.16 0.32 0.48
Pd
0.41 0.62 0.98","Invalid structure: lengths=3, angles=3, species=0"
5930," the.89 0.74 0.30
Re
0.09 0.49 0.39
Re
0.59 0.99 0.99
Re
0.90 0.24 0.89
Re
0.40 0.74 0.49
Re
0.40 0.99 0.39
Re
0.90 0.49 0.99
Re
0.59 0.74 0.89
Re
0.09 0.24 0.49
P
0.69 0.66 0.19
P
0.19 0.16 0.19
P
0.29 0.86 0.69
P
0.79 0.36 0.69
P
0.29 0.66 0.19
P
0.79 0.16 0.19
P
0.69 0.86 0.69
P
0.19 0.36 0.69","Invalid structure: lengths=3, angles=0, species=0"
5952," the
1.02
0.35 0.40 0.50
Li
0.20 0.25 0.88
Li
0.03 0.83 0.35
Li
0.66 0.61 0.36
Li
0.58 0.04 0.87
Cu
0.02 0.38 0.20
Cu
0.58 0.85 0.55
Si
0.02 0.38 0.69
Si
0.59 0.84 0.06
O
0.10 0.45 0.81
O
0.03 0.16 0.62
O
0.99 0.64 0.53
O
0.98 0.99 0.11
O
0.54 0.25 0.76
O
0.59 0.61 0.00
O
0.53 0.99 0.31
O
0.50 0.78 0.82","Invalid structure: lengths=3, angles=0, species=0"
5986," the:0.66 0.04 1.00
Tl
0.75 0.74 0.69
Tl
0.92 0.24 0.37
Tl
0.09 0.98 0.19
Tl
0.59 0.48 0.19
Tl
0.25 0.61 0.87
Tl
0.42 0.11 0.50
Tl
0.42 0.24 0.87
Tl
0.25 0.74 0.50
Tl
0.92 0.11 0.87
Sb
0.75 0.61 0.00
Se
0.59 0.98 0.24
Se
0.09 0.48 0.14
Se
0.75 0.35 0.65
Se
0.75 0.85 0.23
Se
0.25 0.34 0.64
Se
0.25 0.84 0.74","Invalid structure: lengths=3, angles=0, species=0"
5999," the.84 0.84 0.66
The band gap is 0.0.Generate an element that could replace the element that could replace the lattice atom:
P","Invalid structure: lengths=3, angles=0, species=1"
6026," the.00 0.05 0.00
124 124 82
U
0.25 0.40 0.69
U
0.75 0.90 0.69
Sb
0.50 0.15 0.19
Sb
0.00 0.65 0.19
Rh
0.62 0.54 0.69
Rh
0.12 0.77 0.52
Rh
0.83 0.47 0.08
Rh
0.33 0.27 0.19","Invalid structure: lengths=3, angles=0, species=0"
6055," the0.42 0.83 1.00
C
0.59 0.45 0.59
C
0.09 0.95 0.39
C
0.76 0.20 0.89
C
0.26 0.70 0.09
N
0.52 0.52 0.63
N
0.02 0.02 0.35
N
0.83 0.13 0.85
N
0.33 0.63 0.13
N
0.65 0.37 0.49
N
0.15 0.87 0.50
N
0.70 0.27 1.00
N
0.20 0.77 0.99","Invalid structure: lengths=3, angles=0, species=0"
6062," the lattice
0.85 0.86 0.53
Zn
0.18 0.18 0.81
Zn
0.44 0.54 0.15
Zn
0.68 0.04 0.15
Zn
0.94 0.68 0.81
Yb
0.95 0.18 0.31
Yb
0.68 0.54 0.65
Yb
0.45 0.04 0.65
Yb
0.18 0.68 0.31
Yb
0.31 0.32 0.48
Yb
0.81 0.82 0.98","Invalid structure: lengths=3, angles=0, species=0"
